id,project,bug_class,source_file,function,shape,hardness_bar_verdict,confidence_split,reason
scratch_20260617_md4c_spatial_46ad79b6fd,md4c,spatial,src/md4c.c,MD_ASSERT,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_md4c_spatial_06ae7723d9,md4c,spatial,src/md4c.c,_T,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_md4c_spatial_6b79255441,md4c,spatial,src/md4c.c,md_is_html_block_start_condition,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_md4c_spatial_226c0d9da0,md4c,spatial,src/md4c.c,md_is_html_block_end_condition,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_mjson_spatial_5020e76e7b,mjson,spatial,src/mjson.c,mjson_print_dbl,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_mjson_spatial_83bb74b905,mjson,spatial,src/mjson.c,mjson_merge,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_nanosvg_alloc_d39b40052f,nanosvg,alloc,src/nanosvg.h,nsvgParseFromFile,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_nanosvg_spatial_0fe2c01f81,nanosvg,spatial,src/nanosvgrast.h,nsvg__fillScanline,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_c7c8faff33,oniguruma,spatial,src/euc_jp.c,is_valid_mbc_string,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_7afa9a83aa,oniguruma,spatial,src/euc_jp.c,mbc_to_code,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_5f72a71a10,oniguruma,spatial,src/regcomp.c,unravel_case_fold_string,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_cfe696cea5,oniguruma,spatial,src/regcomp.c,set_sunday_quick_search_or_bmh_skip_table,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_6c9ffda1fa,oniguruma,spatial,src/regenc.c,onigenc_with_ascii_strncmp,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_a2714f7513,oniguruma,spatial,src/regerror.c,sprint_byte,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_uninit_f1cf8ae9b5,oniguruma,uninit,src/regexec.c,history_node_new,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_21e1fc3b6a,oniguruma,spatial,src/sjis.c,is_valid_mbc_string,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_672ad1f05e,oniguruma,spatial,src/unicode.c,onig_unicode_define_user_property,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_oniguruma_spatial_d1f2cf619c,oniguruma,spatial,src/unicode.c,onigenc_unicode_property_name_to_ctype,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_6bb86f3ca0,pcre2,spatial,src/pcre2_error.c,pcre2_get_error_message,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_bd5cbf579b,pcre2,spatial,src/pcre2_fuzzsupport.c,LLVMFuzzerTestOneInput,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_876def0caf,pcre2,spatial,src/pcre2_jit_compile.c,add_prefix_char,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_54fcb5c911,pcre2,spatial,src/pcre2_jit_compile.c,optimize_class_ranges,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_490ca65887,pcre2,spatial,src/pcre2_jit_compile.c,optimize_class_ranges,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_7893b7e0a6,pcre2,spatial,src/pcre2_jit_compile.c,optimize_class_chars,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_d47dafcbf1,pcre2,spatial,src/pcre2_printint_inc.h,get_ucpname,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_alloc_f3396b409e,pcre2,alloc,src/pcre2_serialize.c,pcre2_serialize_decode,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_8357c2d0b1,pcre2,spatial,src/pcre2_substring.c,pcre2_substring_length_bynumber,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_5b8add2f08,pcre2,spatial,src/pcre2test.c,utf8_to_ord,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_a2a7762bdd,pcre2,spatial,src/pcre2test.c,utf16_to_ord,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_pcre2_spatial_e1a9a28391,pcre2,spatial,src/pcre2test_inc.h,decode_modifiers,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_stb_spatial_4e95d85f0f,stb,spatial,stb_image.h,stbi__build_huffman,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_stb_spatial_93aa738827,stb,spatial,stb_image.h,stbi__hdr_load,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_stb_spatial_32bbd4178e,stb,spatial,stb_image_write.h,stbiw__write_hdr_scanline,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_stb_spatial_3ad0a0b8ee,stb,spatial,stb_truetype.h,stbtt__buf_get8,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_stb_spatial_40423e151f,stb,spatial,stb_truetype.h,stbtt__get_subr,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_stb_spatial_b21f05dc28,stb,spatial,stb_truetype.h,stbtt__cid_get_glyph_subrs,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_utf8proc_spatial_63c768c840,utf8proc,spatial,utf8proc.c,utf_cont,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_178173df7f,yyjson,spatial,misc/jsoninfo.c,main,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_5e03911288,yyjson,spatial,src/yyjson.c,pool_realloc,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_uninit_9ddc2bd072,yyjson,uninit,src/yyjson.c,yyjson_alc_pool_init,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_uninit_9e36223999,yyjson,uninit,src/yyjson.c,dyn_malloc,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_d83a6bcb88,yyjson,spatial,src/yyjson.c,is_truncated_end,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_bf1925275b,yyjson,spatial,src/yyjson.c,return_f64_bin,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_b0b3dcaade,yyjson,spatial,src/yyjson.c,return_err,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_395c280f50,yyjson,spatial,src/yyjson.c,return_err,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_baa03851c6,yyjson,spatial,src/yyjson.c,return_err,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_d70cc77046,yyjson,spatial,src/yyjson.c,write_u64_len_1_to_17,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_4ab21fc59b,yyjson,spatial,src/yyjson.c,write_u64_len_1_to_17,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_spatial_bcc0608137,yyjson,spatial,src/yyjson.c,return_err,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_yyjson_intover_89ca7a62c1,yyjson,intover,src/yyjson.h,yyjson_doc_free,narrowed-size-state-for-later-sink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zlib_spatial_babf245ea9,zlib,spatial,deflate.c,Assert,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zlib_doublefree_cf40f74f11,zlib,doublefree,gzlib.c,Z_MEM_ERROR,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_90e8f4737c,zstd,spatial,lib/common/entropy_common.c,MEM_readLE32,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_d367b91e9f,zstd,spatial,lib/common/entropy_common.c,MEM_readLE32,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_uninit_f04938b5a9,zstd,uninit,lib/common/pool.c,POOL_create_advanced,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_80f51b86df,zstd,spatial,lib/common/xxhash.h,XXH_ASSERT,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_570db414ff,zstd,spatial,lib/compress/fse_compress.c,FSE_writeNCount_generic,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_4f34858a18,zstd,spatial,lib/compress/zstd_fast.c,ZSTD_hashPtr,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_20b174c3a7,zstd,spatial,lib/compress/zstdmt_compress.c,findSynchronizationPoint,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_8755e9b410,zstd,spatial,lib/decompress/zstd_decompress.c,ZSTD_DCtx_selectFrameDDict,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_doublefree_143ddef8c8,zstd,doublefree,lib/dictBuilder/cover.c,COVER_ctx_init,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_doublefree_e1f6f3cdfe,zstd,doublefree,lib/dictBuilder/cover.c,COVER_ctx_init,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_doublefree_8178bf2bbf,zstd,doublefree,lib/dictBuilder/cover.c,COVER_ctx_init,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_doublefree_44cd75f8dd,zstd,doublefree,lib/dictBuilder/cover.c,COVER_ctx_init,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_doublefree_2b4fb69ad3,zstd,doublefree,lib/dictBuilder/fastcover.c,FASTCOVER_ctx_init,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_doublefree_9054d202cf,zstd,doublefree,lib/dictBuilder/fastcover.c,FASTCOVER_ctx_init,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_274184fca1,zstd,spatial,lib/dictBuilder/zdict.c,ZDICT_insertSortCount,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_f41e3cf1c4,zstd,spatial,lib/legacy/zstd_v01.c,FSE_readLE32,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_1d93a5fafb,zstd,spatial,lib/legacy/zstd_v02.c,MEM_readLE32,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_6686052183,zstd,spatial,lib/legacy/zstd_v03.c,MEM_readLE32,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_a588318cda,zstd,spatial,lib/legacy/zstd_v04.c,MEM_readLE32,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_66e1a6fb84,zstd,spatial,lib/legacy/zstd_v05.c,FSEv05_readNCount,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_8d46c86081,zstd,spatial,lib/legacy/zstd_v06.c,FSEv06_readNCount,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_9c3eccd8fe,zstd,spatial,lib/legacy/zstd_v06.c,ZSTDv06_decodeSeqHeaders,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_zstd_spatial_cafd2b662e,zstd,spatial,lib/legacy/zstd_v07.c,FSEv07_readNCount,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_cjson_alloc_1a83895e9e,cjson,alloc,cJSON_Utils.c,create_patches,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_cjson_alloc_0098199c8b,cjson,alloc,cJSON_Utils.c,create_patches,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_dr_flac_intover_ffebee2e86,dr_flac,intover,dr_flac.h,drflac__reload_l1_cache_from_l2,narrowed-size-state-for-later-sink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_dr_wav_intover_33e5ae441d,dr_wav,intover,dr_wav.h,drwav__metadata_copy_string,narrowed-size-state-for-later-sink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_ezxml_alloc_1319d47159,ezxml,alloc,ezxml.c,ezxml_proc_inst,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_ezxml_alloc_c7754bc7e3,ezxml,alloc,ezxml.c,ezxml_proc_inst,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_ezxml_alloc_ba6332c22a,ezxml,alloc,ezxml.c,ezxml_set_attr,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_alloc_24f8aa7712,freetype,alloc,src/base/ftobjs.c,FT_MIN,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_uninit_7e5a21292b,freetype,uninit,src/pfr/pfrgload.c,pfr_glyph_start,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_alloc_c492c93f22,freetype,alloc,src/psaux/psobjs.c,ps_tostring,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_freetype_spatial_260a467e84,freetype,spatial,src/pshinter/pshalgo.c,psh_glyph_compute_extrema,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_frozen_intover_89911d6308,frozen,intover,frozen.c,json_printer_buf,narrowed-size-state-for-later-sink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_frozen_alloc_c210b053ec,frozen,alloc,frozen.c,json_sprinter,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_giflib_uninit_2cbebe7a59,giflib,uninit,dgif_lib.c,DGifSetupDecompress,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_uninit_5acbc096bb,json-c,uninit,arraylist.c,array_list_new2,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_intover_bc89a12bdc,json-c,intover,json_object.c,json_escape_str,narrowed-size-state-for-later-sink,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_doublefree_97e0021321,json-c,doublefree,json_patch.c,__json_patch_apply_remove,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_uninit_2df7a65968,json-c,uninit,linkhash.c,lh_table_new,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_json_c_uninit_2bc61c2dad,json-c,uninit,printbuf.c,printbuf_new,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_lcms_uninit_3948621fdf,lcms,uninit,src/cmscgats.c,StringAlloc,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_lcms_spatial_991f250a50,lcms,spatial,src/cmsnamed.c,EvalNamedColorPCS,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_lcms_spatial_20f7c88a1e,lcms,spatial,utils/jpgicc/jpgicc.c,PS_FIXED_TO_FLOAT,semantic-boundary-guard-deferred-consumer,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_lcms_alloc_e7b4bf81ee,lcms,alloc,utils/jpgicc/jpgicc.c,DoEmbedProfile,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_lcms_alloc_326c91ef91,lcms,alloc,utils/psicc/psicc.c,GenerateCSA,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_390cbdaa90,libpng,doublefree,pngread.c,png_read_destroy,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_95ebd1869e,libpng,doublefree,pngread.c,png_read_destroy,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_ddda7cc3c6,libpng,doublefree,pngread.c,png_read_destroy,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_350ea9fd48,libpng,doublefree,pngread.c,png_read_destroy,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_3c8d9cc25b,libpng,doublefree,pngread.c,png_read_destroy,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libpng_doublefree_fa2bd25e20,libpng,doublefree,pngread.c,png_read_destroy,owned-field-clear-drop-cross-lifecycle,at or above hardness bar,borderline hard,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_uninit_43596b247f,libtiff,uninit,libtiff/tif_hash_set.c,TIFFHashSetNew,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_uninit_a4a02edc0f,libtiff,uninit,libtiff/tif_hash_set.c,TIFFHashSetNew,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libtiff_spatial_32151e7085,libtiff,spatial,libtiff/tif_lerc.c,LERCVSetField,minimum-length-guard-deferred-read,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libucl_uninit_bec4513f32,libucl,uninit,src/ucl_emitter_streamline.c,ucl_object_emit_streamline_start_container,mode-specific-field-initialization-gap,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libucl_alloc_191cfe82a5,libucl,alloc,src/ucl_util.c,ucl_curl_write_callback,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
scratch_20260617_libucl_alloc_6ac542eea6,libucl,alloc,src/ucl_util.c,ucl_load_handler,exact-fit-allocation-slack-loss,at or above hardness bar,clearly hard enough,2026-06-16 baseline accepted previously or 2026-06-17 scratch record passed strict scratch review
